feature,importance_mean,importance_std
frequency,54.91908052578208,1.925794670124825
suction-side-displacement-thickness,31.778095437605895,1.1533360559808628
chord-length,15.631919062531058,0.6896795841635535
free-stream-velocity,3.1550867310845936,0.15191335375052206
