feature,importance_mean,importance_std
frequency,64.46761703198622,2.3913489325537043
suction-side-displacement-thickness,39.08887925703336,0.9875304800564255
chord-length,14.115518957265385,0.7399844248523021
free-stream-velocity,3.2696283328912523,0.11215794152214288
attack-angle,2.624425720939168,0.055390606335383966
