mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8922356128692627,0.3741547977110006,0.005767965316772461,0.0006230802627904584,200,3,0.2,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.2}",-3.2474572458550717,-3.529055529264512,-3.1662221250040297,-2.875309670055709,-3.6593946883132555,-3.2954878516985153,0.2766038023103506,13
0.8877706050872802,0.37574508556349057,0.005817222595214844,0.0015109039456028277,200,2,0.1,"{'n_estimators': 200, 'max_depth': 2, 'learning_rate': 0.1}",-7.892577517093257,-7.613047183197492,-7.921657565053201,-7.311232408147407,-7.684002748108654,-7.684503484320002,0.22089563650595093,29
0.37007803916931153,0.19388426913054368,0.02778487205505371,0.028136042869867817,50,6,0.1,"{'n_estimators': 50, 'max_depth': 6, 'learning_rate': 0.1}",-3.866383341964248,-3.5034335141207484,-3.03873188954813,-3.397198206817386,-3.7734724927284824,-3.515843889035799,0.2936382403127168,16
0.26517314910888673,0.08708666122830135,0.00478363037109375,0.0011348220769944505,50,6,0.05,"{'n_estimators': 50, 'max_depth': 6, 'learning_rate': 0.05}",-5.997784087659204,-6.1291054837666,-5.2676239689154,-5.835257875318773,-5.578395656350289,-5.761633414402053,0.3078456859187775,24
1.9295120239257812,0.47476126584011896,0.021483325958251955,0.0187000864297143,300,5,0.05,"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.05}",-3.0003071576290647,-3.170425364388679,-2.387604666721017,-2.1908595703166838,-3.020436282562058,-2.753926608323501,0.388957131193626,8
1.4222771167755126,0.47116178783343726,0.016057777404785156,0.009884503692337558,300,4,0.05,"{'n_estimators': 300, 'max_depth': 4, 'learning_rate': 0.05}",-3.519946724645734,-4.47666170892292,-2.7618781257692797,-3.0734510019618,-3.5443393166611536,-3.475255375592178,0.5796444439934109,15
0.8366405487060546,0.24127675870048357,0.008173084259033203,0.002255593800677735,150,6,0.01,"{'n_estimators': 150, 'max_depth': 6, 'learning_rate': 0.01}",-9.471521133205188,-9.28245678977987,-8.544232696570177,-9.37525446178343,-8.369104612556697,-9.008513938779071,0.45789088596421856,33
0.17713799476623535,0.023874614790430144,0.013288164138793945,0.01849660035061525,50,3,0.2,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.2}",-5.327256849018771,-5.539965478826568,-5.980104448483681,-4.776219368986464,-5.380642896266787,-5.400837808316455,0.3875245891313459,22
0.16138596534729005,0.05696589235003876,0.007926082611083985,0.008349026621771638,50,4,0.01,"{'n_estimators': 50, 'max_depth': 4, 'learning_rate': 0.01}",-25.976871672659716,-24.00697925313389,-22.346988561041723,-24.46803379206548,-23.077224010721505,-23.975219457924464,1.2416132987401476,48
0.10715913772583008,0.023112628147668905,0.003589153289794922,0.00013242919145154251,50,2,0.01,"{'n_estimators': 50, 'max_depth': 2, 'learning_rate': 0.01}",-31.94875766336116,-28.3617095227981,-25.923504713134477,-28.399548851403132,-28.01736071975041,-28.530176294089454,1.9385489266142713,50
0.6525988101959228,0.08685105611731883,0.007779264450073242,0.00330273044314431,200,5,0.01,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01}",-8.91991434605454,-8.888132432261186,-8.745668016339895,-8.598611439241477,-8.089047549482128,-8.648274756675846,0.30199560673867054,32
0.14781503677368163,0.012615645058715621,0.004150533676147461,0.0006468817879296669,50,3,0.05,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.05}",-12.545473130646359,-11.610889883907415,-12.440619799487866,-10.947365344066242,-11.833334608511743,-11.875536553323924,0.5833446237351856,39
0.8284274578094483,0.04462438027042333,0.007837724685668946,0.0025537901908240937,200,6,0.1,"{'n_estimators': 200, 'max_depth': 6, 'learning_rate': 0.1}",-2.2222067973900135,-2.222397973555212,-1.9655284838158655,-1.9542665802721955,-2.5802207991403403,-2.1889241268347255,0.22817146964928023,2
0.5756321907043457,0.08341249046811204,0.005504322052001953,0.0010633992750995734,200,3,0.05,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05}",-5.782216590326101,-5.445351902687154,-5.937434498242339,-5.303462622801437,-5.4197897099020835,-5.577651064791823,0.24037210761853967,23
0.16497788429260254,0.021257062510010485,0.005028772354125977,0.0020095129218700145,50,5,0.2,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.2}",-3.2186619730786847,-3.7298169468903084,-2.5728563173864565,-2.5801981381652745,-4.040791085394858,-3.2284648921831165,0.5935311637768834,12
0.5838567733764648,0.03267316791994789,0.006210517883300781,0.001551578980496212,300,2,0.01,"{'n_estimators': 300, 'max_depth': 2, 'learning_rate': 0.01}",-17.256286461260554,-15.67130972796751,-16.22637854762425,-15.375507210301356,-16.043081372713154,-16.114512663973365,0.6424673863331719,44
0.19637255668640136,0.021569865844665113,0.004040861129760742,0.00029724689841459183,100,2,0.2,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.2}",-8.192712217925868,-7.499046759268608,-6.911734813317831,-6.845161672967359,-7.993696726771815,-7.488470438050297,0.5473193024142718,28
0.3393842697143555,0.06674680337217745,0.004155874252319336,0.0002881181746111221,150,2,0.2,"{'n_estimators': 150, 'max_depth': 2, 'learning_rate': 0.2}",-6.96768494371873,-6.840651386772502,-5.796313320072783,-5.673798493290705,-7.127487170113783,-6.481187062793701,0.6171753337120145,26
0.594332504272461,0.10460151212868778,0.0076086997985839845,0.00464830006502428,150,4,0.01,"{'n_estimators': 150, 'max_depth': 4, 'learning_rate': 0.01}",-13.95583670158578,-13.434641149249712,-14.067314245740677,-12.213519266347515,-13.193560688466674,-13.372974410278072,0.6636511973612874,40
0.3820333003997803,0.030928951939929825,0.0052776336669921875,0.002505447168783263,100,3,0.05,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05}",-8.739706281635588,-8.393154531666411,-9.193566160134566,-8.076233011024573,-8.469482306723227,-8.574428458236873,0.3748922212085586,31
0.17833194732666016,0.014723508145513379,0.006938028335571289,0.0039675860548764735,50,3,0.1,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.1}",-8.668304000057656,-7.826094153067702,-8.791239766286962,-7.6076215217740355,-8.300195985215614,-8.238691085280395,0.4609002444340825,30
0.6718207836151123,0.10434014176394418,0.0077820301055908205,0.004470422559503811,200,4,0.2,"{'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.2}",-2.297375765530575,-2.798282364645952,-1.8205061166503136,-2.060628443151115,-2.6766570227197946,-2.33068994253955,0.36678780727294336,4
0.29085960388183596,0.08768359538379365,0.004000377655029297,0.00035669709198426884,100,2,0.05,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.05}",-14.216967536061809,-13.638069569268156,-13.935214637515433,-12.95346866262407,-13.79329189660789,-13.707402460415471,0.42241097780477815,41
0.5352993488311768,0.09922439338412502,0.0081085205078125,0.001983600582769488,150,5,0.05,"{'n_estimators': 150, 'max_depth': 5, 'learning_rate': 0.05}",-3.912591977364918,-3.8169665748262034,-3.1430107551944024,-3.15987186976917,-3.8286502851013338,-3.5722182924512054,0.34518459302190424,17
